S.No,Type,Sector,QP Name,QP ID,NSQF Level,Contains Electives/Options,Number of Electives/ Options,Elective/Option Name,Compulsary NOS Count,Elective/Optional NOS count,Total No. of NOS,Version No.,Educational Qualification,Theory for Compulsory NOSs (hours),Practical for Compulsory NOSs (hours),Total Hours for Compulsory NOSs,Elective/Option Theory (hours),Elective/Option Practical (hours),Minimum hours duration for QP (hours),Mandatory OJT ,Recommended OJT ,Curriculum Available ,PH Available,FG Available,Job Roles in PMKVY 2.0,Job Roles in PMKVY 2.0 (9th SC Remarks),Job Roles in PMKVY 2.0 (2018-20),Job Roles Readiness for CSSM
22,QP-NOS,Aerospace & Aviation,Airline Senior Unit Load Device (ULD) staff,AAS/Q0610,4,0,0,0,3,0,3,1,10th Class,102.0,138.0,240.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
23,QP-NOS,Aerospace & Aviation,Airline Pushback Operator,AAS/Q0702,4,0,0,0,7,0,7,1,10th Class,136.0,152.0,288.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
24,QP-NOS,Aerospace & Aviation,Airline Ground Support Equipment Operator,AAS/Q0703,4,0,0,0,5,0,5,1,10th Class,112.0,128.0,240.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
25,QP-NOS,Aerospace & Aviation,Airline Forklift Operator,AAS/Q0704,4,0,0,0,4,0,4,1,10th Class,86.0,154.0,240.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
26,QP-NOS,Aerospace & Aviation,Airline Technical Publication Executive,AAS/Q0801,4,0,0,0,3,0,3,1,AME/B.E ( mechanical / Aeronautical engineering ) and allied branches,102.0,138.0,240.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
27,QP-NOS,Aerospace & Aviation,Airlines Ground Support Equipment Mechanic,AAS/Q0802,4,0,0,0,9,0,9,1,Diploma ( Mechanical /Automobile / Electrical engineering ) and allied branches,68.0,124.0,192.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
28,QP-NOS,Aerospace & Aviation,Airport Crash Fire Tenders and Rescue Crew,AAS/Q4101,4,0,0,0,3,0,3,1,Graduate,116.0,124.0,240.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
29,QP-NOS,Aerospace & Aviation,Airport Fire Prevention Crew,AAS/Q4102,4,0,0,0,3,0,3,1,Graduate,112.0,128.0,240.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
30,QP-NOS,Aerospace & Aviation,Runway Operator,AAS/Q4103,5,Option,1,"O1:Airside 
Vehicle Operator",3,1,4,1,Class XII,143.0,193.0,336.0,19.0,29.0,336.0,0.0,0,Yes,0,0,0,0,0,0
31,QP-NOS,Aerospace & Aviation,Airport Wildlife Management Crew,AAS/Q4104,4,0,0,0,2,0,2,1,Class X,102.0,138.0,240.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
32,QP-NOS,Aerospace & Aviation,Airport Safety Crew,AAS/Q4201,5,0,0,0,3,0,3,1,Graduate,178.0,206.0,384.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
33,QP-NOS,Aerospace & Aviation,Airfield Ground Lighting  (AGL) Technician,AAS/Q4401,4,0,0,0,2,0,2,1,Diploma ( Electrical Engineering) and allied branches,102.0,138.0,240.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
34,QP-NOS,Aerospace & Aviation,Airport Terminal Electrician,AAS/Q4402,3,0,0,0,4,0,4,1,ITI Electrician and allied branches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
35,QP-NOS,Aerospace & Aviation,Airport X Ray Qualified Staff,AAS/Q4501,4,0,0,0,3,0,3,1,Class XII,108.0,132.0,240.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
36,QP-NOS,Aerospace & Aviation,Airport Unit Load Device (ULD) Staff,AAS/Q4301,3,Option,1,"O1:Airside 
Vehicle Operator",3,1,4,1,Class X,83.0,109.0,192.0,20.0,28.0,192.0,0.0,0,Yes,0,0,0,0,0,0
37,QP-NOS,Aerospace & Aviation,Airport Cargo Operations Assistant,AAS/Q4302,3,Option,1,"O1:Airside 
Vehicle Operator",3,1,4,1,Class X,83.0,109.0,192.0,20.0,28.0,192.0,0.0,0,Yes,0,0,0,0,0,0
38,QP-NOS,Aerospace & Aviation,Airport Warehouse Coordinator,AAS/Q4303,4,0,0,0,3,0,3,1,Class X,99.0,141.0,240.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
39,QP-NOS,Aerospace & Aviation,Aerospace Design Assistant - Mechanical,AAS/Q3106,4,0,0,0,6,0,6,1,Diploma in Mechanical engineering,149.0,203.0,352.0,179.0,269.0,576.0,0.0,0,Yes,0,0,0,0,0,0
40,QP-NOS,Aerospace & Aviation,Aerospace Design Assistant  - Electrical,AAS/Q3110,4,0,0,0,5,0,5,1,Diploma in electrical engineering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
41,QP-NOS,Aerospace & Aviation,Aerospace Design Quality Assurance Engineer,AAS/Q3308,6,0,0,0,4,0,4,1,"Degree in Mechanical/Aeronautics and allied engineering 
  branches",247.0,329.0,576.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
42,QP-NOS,Aerospace & Aviation,Aerospace Design Testing Engineer – Mechanical Systems,AAS/Q3209,6,0,0,0,5,0,5,1,"Degree in Mechanical and 
allied engineering branches",252.0,324.0,576.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
43,QP-NOS,Aerospace & Aviation,Aerospace Software Testing Engineer,AAS/Q3207,6,0,0,0,4,0,4,1,"Degree in Mechanical / Aeronautics and allied engineering 
  branches",247.0,329.0,576.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
44,QP-NOS,Aerospace & Aviation,Design Engineer Aerodynamics,AAS/Q3101,6,0,0,0,4,0,4,1,"Degree in Mechanical/Aeronautical and allied engineering 
  branches",238.0,338.0,576.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
45,QP-NOS,Aerospace & Aviation,Design Engineer Aerospace Propulsion Systems,AAS/Q3105,6,0,0,0,4,0,4,1,"Degree in Mechanical/Aeronautical and allied engineering 
  branches",265.0,311.0,576.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
46,QP-NOS,Aerospace & Aviation,Aerospace Structural Engineer - Analyst,AAS/Q3111,6,0,0,0,4,0,4,1,Bachelors Degree in Mechanical/ Aeronautical engineering ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
47,QP-NOS,Aerospace & Aviation,Design Engineer Avionics/Electrical Systems,AAS/Q3102,6,0,0,0,5,0,6,1,"Degree in Electrical / Electronic / Avionics and allied 
  engineering branches and equivalent qualification",222.0,354.0,576.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
48,QP-NOS,Aerospace & Aviation,Design Engineer Aerospace Systems Integrator,AAS/Q3104,7,0,0,0,4,0,4,1,"Degree in  Mechanical / Aeronautical and allied engineering    
 branches",265.0,311.0,576.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
49,QP-NOS,Aerospace & Aviation,Aerospace CNC Machinist,AAS/Q1001,4,0,0,0,6,0,6,1,I.T.I/Diploma in Mechanical trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
50,QP-NOS,Aerospace & Aviation,Aerospace Welder,AAS/Q1101,3,0,0,0,7,0,7,1,Diploma / ITI – Mechanical/ Welding Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
51,QP-NOS,Aerospace & Aviation,Aerospace Precision Mechanical Assembly Fitter,AAS/Q1608,3,0,0,0,4,0,4,1,I.T.I in Mechanical trade,237.0,339.0,576.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
52,QP-NOS,Aerospace & Aviation,Aerospace Structural Fitter,AAS/Q1602,3,0,0,0,0,0,4,1,I.T.I in Mechanical trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
53,QP-NOS,Aerospace & Aviation,Aerospace Composite Technician,AAS/Q1301,4,0,0,0,0,0,6,1,I.T.I in Mechanical trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
54,QP-NOS,Aerospace & Aviation,Aerospace Electrician,AAS/Q1607,3,0,0,0,0,0,4,1,I.T.I in Electrical trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
55,QP-NOS,Aerospace & Aviation,Aerospace CNC Programmer,AAS/Q1002,4,0,0,0,0,0,6,1,Diploma in Mechanical engg,233.0,343.0,576.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
56,QP-NOS,Aerospace & Aviation,Aerospace Conventional Machinist,AAS/Q1003,3,0,0,0,0,0,6,1,I.T.I in Mechanical trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
57,QP-NOS,Aerospace & Aviation,Aerospace Sheet Metal Technician,AAS/Q1401,3,0,0,0,0,0,4,1,I.T.I in Mechanical trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
58,QP-NOS,Aerospace & Aviation, Aerospace Avionics Technician,AAS/Q1603,4,0,0,0,0,0,4,1,I.T.I in Electrical trade,232.0,344.0,576.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
59,QP-NOS,Aerospace & Aviation,Aerospace Fuel and Hydraulic Technician,AAS/Q1606,4,0,0,0,0,0,4,1,I.T.I in Fitter trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
60,QP-NOS,Aerospace & Aviation, Aerospace Jigs and Fixture Technician,AAS/Q1701,4,0,0,0,0,0,4,1,I.T.I in Mechanical trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
61,QP-NOS,Aerospace & Aviation, Aerospace Lab Technician - NDT,AAS/Q1802,4,0,0,0,0,0,5,1,I.T.I in Mechanical trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
62,QP-NOS,Aerospace & Aviation,Aerospace Finishing Process Technician,AAS/Q1901,3,0,0,0,0,0,6,1,I.T.I in Mechanic Auto-body painting/ Industrial Painter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
63,QP-NOS,Aerospace & Aviation,Aerospace Lab Technician Destructive Testing,AAS/Q1801,4,0,0,0,0,0,4,1,I.T.I in Mechanical trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
64,QP-NOS,Aerospace & Aviation,Aerospace Tool & Die Technician,AAS/Q1702,4,0,0,0,0,0,4,1,I.T.I in Tool and Die Maker (Dies and Moulds) trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
65,QP-NOS,Aerospace & Aviation,Aerospace Flight Control Technician,AAS/Q1605,4,0,0,0,0,0,4,1,I.T.I in Technican Mechatronics/I.T.I in Fitter trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
66,QP-NOS,Aerospace & Aviation,"Aerospace ECS 
(Environmental Control System) Technician",AAS/Q1604,4,0,0,0,0,0,6,1,I.T.I in Mechanic Refrigeration and Air Conditioner ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
67,QP-NOS,Aerospace & Aviation,Aerospace Armament Technician,AAS/Q1601,4,0,0,0,0,0,4,1,I.T.I in Mechanical trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
68,QP-NOS,Aerospace & Aviation,Aerospace Pipe Bending and Fitting Technician,AAS/Q1501,3,0,0,0,0,0,7,1,I.T.I in Fitter trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
69,QP-NOS,Aerospace & Aviation,Aerospace Plastics Forming Technician,AAS/Q1302,3,0,0,0,0,0,4,1,I.T.I in Plastics Processing Operator trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
70,QP-NOS,Aerospace & Aviation,Aerospace Forging Technician,AAS/Q1202,3,0,0,0,0,0,4,1,I.T.I in Foundryman trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
71,QP-NOS,Aerospace & Aviation,Aerospace Foundry Technician,AAS/Q1201,3,0,0,0,0,0,6,1,I.T.I in Foundryman trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
72,QP-NOS,Agriculture,Agriculture Extension Executive,AGR/Q7602,6,0,0,0,7,0,7,1,Graduate Passed (preferably in agriculture related stream),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Yes,0,0,0,0,0
73,QP-NOS,Agriculture,Agriculture Extension Service Provider,AGR/Q7601,4,0,0,0,5,0,5,1,12th Class Pass preferable,60.0,140.0,200.0,0.0,0.0,0.0,0.0,0,Yes,Yes,Yes,0,0,0,0
74,QP-NOS,Agriculture,Agriculture Field Officer,AGR/Q7701,4,0,0,0,4,0,4,1,Diploma,65.0,175.0,240.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
75,QP-NOS,Agriculture,Agriculture Machinery Operator ,AGR/Q1103,4,0,0,0,7,0,7,1,"8th Class, Preferably",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
76,QP-NOS,Agriculture,Agriculture Machinery Demonstrator,AGR/Q1107,5,0,0,0,5,0,5,1,"10th Class ,Preferably",50.0,150.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
77,QP-NOS,Agriculture,Agriculture Machinery Repair and Maintenance Service Provider,AGR/Q1111,5,0,0,0,5,0,5,1,"12th Class, Preferably",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
78,QP-NOS,Agriculture,Custom Hiring Service Provider,AGR/Q1112,5,0,0,0,5,0,5,1,"12th Class, Preferably",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
79,QP-NOS,Agriculture,Animal Health Worker ,AGR/Q4804,3,0,0,0,8,0,8,1,8th Class Passed Preferable,120.0,180.0,300.0,0.0,0.0,0.0,0.0,0,Yes,Yes,Yes,Yes,Yes,Yes,0
80,QP-NOS,Agriculture,Aquaculture Technician,AGR/Q4903,5,0,0,0,3,0,3,1,8th Class Preferable,70.0,130.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
81,QP-NOS,Agriculture,Aquaculture Worker,AGR/Q4904,3,0,0,0,3,0,3,1,"5th Class ,Preferably",80.0,120.0,200.0,0.0,0.0,0.0,0.0,0,Yes,Yes,Yes,Yes,Yes,Yes,0
82,QP-NOS,Agriculture,Aquarium Technician,AGR/Q5108,4,0,0,0,3,0,3,1,8th Class Preferable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
83,QP-NOS,Agriculture,Aquatic Animal Health Lab Assistant,AGR/Q4911,4,0,0,0,3,0,3,1,10th Class,50.0,150.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
84,QP-NOS,Agriculture,Artificial Insemination Technician ,AGR/Q4803,3,0,0,0,3,0,3,1,8th Class Passed Preferable,150.0,250.0,400.0,0.0,0.0,0.0,0.0,0,Yes,Yes,0,0,0,0,0
85,QP-NOS,Agriculture,Bamboo Grower,AGR/Q6101,4,0,0,0,11,0,11,1,"5th Class Pass ,Preferably",80.0,120.0,200.0,0.0,0.0,0.0,0.0,0,Yes,Yes,0,0,0,0,Cat 1 (Phase 1)
86,QP-NOS,Agriculture,Banana farmer,AGR/Q0301,4,0,0,0,7,0,7,1,"5th Class Pass ,Preferably",75.0,125.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,Cat 1 (Phase 1)
87,QP-NOS,Agriculture,Barefoot Technician,AGR/Q7801,4,0,0,0,6,0,6,1,10th Class,280.0,250.0,530.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,Cat 1 (Phase 1)
88,QP-NOS,Agriculture,Beekeeper,AGR/Q5301,4,0,0,0,5,0,5,1,No formal education,60.0,140.0,200.0,0.0,0.0,0.0,0.0,0,Yes,Yes,0,0,*May be added from 1-Apr-2018; 9th SC,Yes,Cat 1 (Phase 1)
89,QP-NOS,Agriculture,Brackishwater Aquaculture Farmer,AGR/Q4906,4,0,0,0,5,0,5,1,8th Class Preferable,60.0,150.0,210.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
90,QP-NOS,Agriculture,Broiler Poultry Farm Supervisor,AGR/Q4301,5,0,0,0,5,0,5,1,12th Class Pass preferable,65.0,135.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
91,QP-NOS,Agriculture,Broiler Poultry Farm Worker,AGR/Q4302,3,0,0,0,6,0,6,1,"5th Class Pass ,Preferably",95.0,115.0,210.0,0.0,0.0,0.0,0.0,0,Yes,Yes,0,0,*May be added from 1-Apr-2018; 9th SC,Yes,0
92,QP-NOS,Agriculture,Bulb Crop Cultivator,AGR/Q0401,4,0,0,0,10,0,10,1,"5th Class Pass ,Preferably",70.0,130.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,*May be added from 1-Apr-2018; 9th SC,0,0
93,QP-NOS,Agriculture,Bulk Milk Cooler (BMC) Operator,AGR/Q4204,4,0,0,0,5,0,5,1,"10th Class / Diploma /ITI with certification in Refrigeration/HVAC, Preferably",80.0,120.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
94,QP-NOS,Agriculture,CA Store Technician,AGR/Q7508,5,0,0,0,4,0,4,1,Diploma/Degree in Electrical/Instrumentation/Mechanical/E&C/E&E/E&I,80.0,130.0,210.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
95,QP-NOS,Agriculture,Chick Sexing and Grading Technician,AGR/Q4403,4,0,0,0,5,0,5,1,"12th Class, Preferably",70.0,130.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
96,QP-NOS,Agriculture,Chilling Plant Technician,AGR/Q4205,4,0,0,0,4,0,4,1,10th Class / Diploma/ITI certification preferably in Refirgeration/HVAC,80.0,120.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
97,QP-NOS,Agriculture,Citrus Fruit Grower,AGR/Q0303,4,0,0,0,10,0,10,1,"5th Class ,Preferably",70.0,130.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
98,QP-NOS,Agriculture,Climate Change & Risk Mitigation Manager ,AGR/Q6501,7,0,0,0,3,0,3,1,Graduate qualification in Environmental Science/Climate Change/Natural Resource Management/Agriculture ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
99,QP-NOS,Agriculture,Coconut Grower,AGR/Q0503,4,0,0,0,9,0,9,1,"5th Class ,Preferably",70.0,130.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
100,QP-NOS,Agriculture,Coffee Plantation Worker,AGR/Q0501,2,0,0,0,8,0,8,1,"5th Class ,Preferably",65.0,135.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
101,QP-NOS,Agriculture,Cold Storage Manager,AGR/Q7506,7,0,0,0,6,0,6,1,Graduation,70.0,130.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
102,QP-NOS,Agriculture,Cold Storage Supervisor,AGR/Q7505,5,0,0,0,4,0,4,1,12th Class,70.0,130.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
103,QP-NOS,Agriculture,Coldstore Keeper,AGR/Q7507,5,0,0,0,5,0,5,1,12th Class,65.0,135.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
104,QP-NOS,Agriculture,Watershed Community Mobilizer,AGR/Q6601,5,0,0,0,3,0,3,1,Graduation in any discipline (preferably social science),80.0,120.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
105,QP-NOS,Agriculture,Community Service Provider,AGR/Q7802,4,0,0,0,6,0,6,1,"5th Class Pass ,Preferably",52.0,148.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,Addl Ready
106,QP-NOS,Agriculture,Cotton Cultivator,AGR/Q0202,4,0,0,0,10,0,10,1,"5th Class ,Preferably",70.0,130.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,*May be added from 1-Apr-2018; 9th SC,0,0
107,QP-NOS,Agriculture,Dairy Farm Supervisor,AGR/Q4103,5,0,0,0,5,0,5,1,"12th Class, Preferably",80.0,120.0,200.0,0.0,0.0,0.0,0.0,0,Yes,0,0,0,0,0,0
108,QP-NOS,Agriculture,Dairy Farmer/Entrepreneur,AGR/Q4101,4,0,0,0,8,0,8,1,"5th Class Pass ,Preferably",80.0,120.0,200.0,0.0,0.0,0.0,0.0,0,Yes,Yes,Yes,Yes,Yes,Yes,0
109,QP-NOS,Agriculture,Dairy Worker,AGR/Q4102,2,0,0,0,8,0,8,1,"5th Class Pass ,Preferably",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
110,QP-NOS,Agriculture,Layer Farm Worker,AGR/Q4307,3,0,0,0,5,0,5,1,"8th Class, Preferably",80.0,120.0,200.0,0.0,0.0,0.0,0.0,0,Yes,Yes,0,0,*May be added from 1-Apr-2018; 9th SC,Yes,0
